domain,ground_truth.content,ground_truth.doc_ids,ground_truth.keypoints,ground_truth.references,query.content,query.query_id,query.original_query_id,query.query_type
Medical,Unmarried,[202],"[""1. The patient's marital status is married.""]","['Mr. Kim, who maintains a generally healthy lifestyle and is unmarried, reported a chief complaint of frequent acid reflux and heartburn, especially noticeable after meals and during nighttime.']","According to the hospitalization records of Princeton General Hospital, what is the patient's marital status?",406176,6176,Factual Question
Medical,"72, Main street, Princeton",[202],"[""1. The patient's address is 76, Quarryville Street, Princeton.""]","['Princeton General Hospital has recently admitted H. Kim, a 48-year-old software engineer residing at 72, Main street, Princeton, due to health complications that started approximately two weeks ago.']","According to the hospitalization records of Princeton General Hospital, what is the patient's address?",406177,6177,Factual Question
Medical,Cholecystitis.,[204],"[""1. C. Cruz's initial diagnosis is Acute Pyelonephritis.""]","[""The hospital's preliminary diagnosis initially considered cholecystitis, but further examinations ruled it out due to lack of upper abdominal pain.""]","According to the hospitalization records of Indianola General Hospital, what is C. Cruz's initial diagnosis?",406197,6197,Factual Question
Medical,Severe headache and dizziness for 2 days.,[204],"[""1. C. Cruz's chief complaint includes fever."", '2. C. Cruz experiences chills.', '3. C. Cruz has back pain for 2 days.']","[""Upon arrival, Ms. Cruz's primary complaint was a severe headache and dizziness that began abruptly two days prior.""]","According to the hospitalization records of Indianola General Hospital, what is C. Cruz's chief complaint?",406198,6198,Factual Question
Medical,70.,[204],"[""1. C. Cruz's age is 65.""]","['Indianola, IA – On February 17th, Indianola General Hospital admitted 70-year-old male C. Cruz, a retired teacher.']","According to the hospitalization records of Indianola General Hospital, what is C. Cruz's age?",406199,6199,Factual Question
Medical,Male.,[204],"[""1. C. Cruz's gender is female.""]","['Indianola, IA – On February 17th, Indianola General Hospital admitted 70-year-old male C. Cruz, a retired teacher.']","According to the hospitalization records of Indianola General Hospital, what is C. Cruz's gender?",406200,6200,Factual Question
Finance,February 2021,[75],['1. The Code of Conduct was revised by Culture Innovators Ltd. in March 2021.'],"['In February 2021, the company revised its Code of Conduct, providing clearer guidelines and enhancing its ethical framework.']",When was the Code of Conduct revised by Culture Innovators Ltd.?,403129,3129,Factual Question
Finance,Daniel Ricciardo,[75],['1. John Davis was appointed as the new CEO of Culture Innovators Ltd. in September 2021.'],['the appointment of Daniel Ricciardo as the new CEO in September 2021 marked a new chapter in leadership'],Who was appointed as the new CEO of Culture Innovators Ltd. in September 2021?,403130,3130,Factual Question
Finance,Sara White,[75],['1. Jane Smith joined the Board of Directors in October 2021.'],"['October 2021 saw Sara White, a noted expert in cultural innovation, joining the Board of Directors.']",Who joined the Board of Directors in October 2021?,403131,3131,Factual Question
Finance,98%,[75],['1. The compliance rate for information disclosure was 96.5%.'],"['the company reported a 98% compliance rate for information disclosure, demonstrating its commitment to transparency.']",What was the compliance rate for information disclosure?,403132,3132,Factual Question
Finance,"March 1, 2008",[75],"['1. Culture Innovators Ltd. was established on March 1, 2010.']","['Culture Innovators Ltd., a prominent company in the culture industry, was established on March 1, 2008, in New York, United States.']",When was Culture Innovators Ltd. established?,403141,3141,Factual Question
Finance,$60 million,[75],['1. The acquisition of ArtEx was valued at $50 million.'],"['In January 2021, Culture Innovators Ltd. acquired ArtEx, a museum exhibition design firm, for $60 million']",How much was the acquisition of ArtEx valued at?,403142,3142,Factual Question
Finance,November 2021,[75],['1. Culture Innovators Ltd. launched its online education platform in September 2021.'],"['In November 2021, Culture Innovators Ltd. launched an online education platform offering interactive educational programs.']",When did Culture Innovators Ltd. launch its online education platform?,403143,3143,Factual Question
Finance,$12 million,[75],['1. Culture Innovators Ltd. invested $10 million in Project ArtTech in April 2021.'],['investing $12 million in Project ArtTech in April 2021'],How much did Culture Innovators Ltd. invest in Project ArtTech in April 2021?,403144,3144,Factual Question
Finance,20%,[75],['1. The return on equity of Culture Innovators Ltd. was 17%.'],['The return on equity of Culture Innovators Ltd. was 20%.'],What was the return on equity of Culture Innovators Ltd.?,403145,3145,Factual Question
Finance,Data Protection Policy,[78],"['1. InnovateTech, Inc. enhanced the Whistleblower Policy in June 2019.', '2. The policy provides a safe mechanism for reporting suspected fraudulent activities.']","['A key initiative was the enhancement of their Data Protection Policy in June, aimed at providing a safe mechanism for reporting suspected fraudulent activities']","What policy did InnovateTech, Inc. enhance in June 2019 to provide a safe mechanism for reporting suspected fraudulent activities?",402817,2817,Factual Question
Finance,Major investment in Project Ampere,[78],"['1. InnovateTech, Inc. completed an Initial Public Offering (IPO) in November 2019.']","[""November 2019 was noteworthy for the company's major investment of $20 million in Project Ampere, a cutting-edge social media analytics platform.""]","What significant corporate event did InnovateTech, Inc. complete in November 2019?",402818,2818,Factual Question
Finance,NYSE,[78],"['1. InnovateTech, Inc. is publicly listed on NASDAQ.']","['The company specializes in developing software solutions for social networking platforms, and its growth trajectory has been remarkable since going public on the NYSE stock exchange.']","On which stock exchange is InnovateTech, Inc. publicly listed?",402831,2831,Factual Question
Finance,$30 million,[78],"['1. InnovateTech, Inc. raised $50 million in February 2019.']","['In the same month, InnovateTech raised $30 million through large-scale financing, fortifying its financial base for future expansion.']","How much financing did InnovateTech, Inc. raise in February 2019?",402832,2832,Factual Question
Finance,Play4Fun Studios,[78],"['1. InnovateTech, Inc. acquired DreamLife Studios.', '2. The acquisition amount was $60 million.', '3. The acquisition took place in December 2019.']","['By the end of the year, InnovateTech acquired Play4Fun Studios, a well-known mobile gaming company, for $60 million, marking a significant expansion into the gaming industry.']","Which company did InnovateTech, Inc. acquire for $60 million in December 2019?",402833,2833,Factual Question
Finance,February 2020.,[79],['1. Elevate Retail Inc. launched the Sustainability Task Force in January 2020.'],"['Demonstrating commitment to sustainability, Elevate Retail launched a Sustainability Task Force in February 2020, enhancing public image and competitiveness.']",When did Elevate Retail Inc. launch the Sustainability Task Force?,402710,2710,Factual Question
Finance,June 2020.,[79],['1. Elevate Retail Inc. invested in renewable energy projects in May 2020.'],"['In June, Elevate Retail invested in renewable energy projects, mitigating environmental impacts and aligning with sustainable energy solutions.']",When did Elevate Retail Inc. invest in renewable energy projects?,402711,2711,Factual Question
Finance,Fashion Luxury Group.,[79],['1. Elevate Retail Inc. acquired 80% equity of High Fashion Corp. in July 2020.'],"['In July 2020, Elevate Retail acquired 80% equity of Fashion Luxury Group, expanding market share in the luxury segment.']",Which company did Elevate Retail Inc. acquire 80% equity of in July 2020?,402727,2727,Factual Question
Finance,$10 million.,[79],['1. Elevate Retail Inc. reduced its liabilities by $15 million during the debt restructuring in August 2020.'],"['Debt restructuring in August decreased liabilities by $10 million, improving financial conditions.']",How much did Elevate Retail Inc. reduce its liabilities by during the debt restructuring in August 2020?,402728,2728,Factual Question
Finance,40.00%.,[79],['1. The debt ratio of Elevate Retail Inc. was 39.58%.'],['The debt ratio of Elevate Retail Inc. was 40.00%.'],What was the debt ratio of Elevate Retail Inc.?,402729,2729,Factual Question
Finance,5.6%.,[79],['1. The return on equity of Elevate Retail Inc. was 5.52%.'],['The return on equity of Elevate Retail Inc. was 5.6%.'],What was the return on equity of Elevate Retail Inc.?,402730,2730,Factual Question
Medical,Hypothyroidism.,[207],"[""1. E. Chavez's initial diagnosis is hyperthyroidism.""]","['A consultation with a general practitioner a month prior to hospitalization resulted in a diagnosis of hypothyroidism, confirmed by elevated T3 and T4 levels, and suppressed TSH levels.']","According to the hospitalization records of Kingsport Medical Center, what is E. Chavez's initial diagnosis?",406213,6213,Factual Question
Medical,"Palpitations, irritability, and weight gain for the past two months.",[207],"[""1. E. Chavez's chief complaint includes palpitations."", '2. E. Chavez experiences irritability.', '3. E. Chavez has been experiencing weight loss for the past two months.']","['Chavez, who works as a nurse and resides in Kingsport, presented with complaints of palpitations, irritability, and notable weight gain over the past two months.']","According to the hospitalization records of Kingsport Medical Center, what is E. Chavez's chief complaint?",406214,6214,Factual Question
Medical,35.,[207],"[""1. E. Chavez's age is 30.""]","['E. Chavez, a 35-year-old woman, was admitted to Kingsport Medical Center on October 1st with significant symptoms that were impacting her daily life.']","According to the hospitalization records of Kingsport Medical Center, what is E. Chavez's age?",406215,6215,Factual Question
Medical,Nurse.,[207],"[""1. E. Chavez's occupation is a teacher.""]","['Chavez, who works as a nurse and resides in Kingsport, presented with complaints of palpitations, irritability, and notable weight gain over the past two months.']","According to the hospitalization records of Kingsport Medical Center, what is E. Chavez's occupation?",406216,6216,Factual Question
Medical,Osteosarcoma.,[213],"[""1. K. Ramos's initial diagnosis is Acute Osteomyelitis.""]","['Preliminary diagnoses indicate osteosarcoma, as the X-ray showed a periosteal reaction, a potential sign of this condition.']","According to the hospitalization records of Windsor General Hospital, what is K. Ramos's initial diagnosis?",406257,6257,Factual Question
Medical,Persistent cough and chest pain.,[213],"[""1. K. Ramos's chief complaint is severe bone pain."", '2. K. Ramos has difficulty in walking for 3 days.']","['K. Ramos, an 83-year-old part-time librarian and resident of Windsor, Ontario, was admitted to Windsor General Hospital following a referral due to a persistent cough and chest pain.']","According to the hospitalization records of Windsor General Hospital, what is K. Ramos's chief complaint?",406258,6258,Factual Question
Medical,83.,[213],"[""1. K. Ramos's age is 82.""]","['K. Ramos, an 83-year-old part-time librarian and resident of Windsor, Ontario, was admitted to Windsor General Hospital following a referral due to a persistent cough and chest pain.']","According to the hospitalization records of Windsor General Hospital, what is K. Ramos's age?",406259,6259,Factual Question
Medical,Part-time librarian.,[213],"[""1. K. Ramos's occupation is retired.""]","['K. Ramos, an 83-year-old part-time librarian and resident of Windsor, Ontario, was admitted to Windsor General Hospital following a referral due to a persistent cough and chest pain.']","According to the hospitalization records of Windsor General Hospital, what is K. Ramos's occupation?",406260,6260,Factual Question
Medical,Standard neonatal vaccines within 24 hours of birth,[214],['1. No immunizations were given to M. Young immediately after birth.'],"['Regarding immunization, the records show that standard neonatal vaccines were administered within 24 hours of birth.']","According to the hospitalization records of Richmond General Hospital, what is M. Young's immunization history?",406284,6284,Factual Question
Medical,Boston.,[214],"[""1. M. Young's birthplace is Richmond.""]","[""The Boston-born infant's condition is being managed with a treatment plan including oxygen therapy, intravenous fluids, and antibiotics.""]","According to the hospitalization records of Richmond General Hospital, what is M. Young's birthplace?",406285,6285,Factual Question
Medical,35.8°C,[214],"[""1. M. Young's temperature is 36.2°C.""]","[""The newborn's general condition, according to the hospital records, was of a stable temperature at 35.8°C.""]","According to the hospitalization records of Richmond General Hospital, what is M. Young's temperature?",406286,6286,Factual Question
Law,Crime of Embezzlement.,[110],['1. J. Thompson committed the crime of embezzlement.'],"['The court, guided by Article 384, charged Thompson with the Crime of Money Laundering.']","According to the court judgment of Quarryville, Yorktown, Court, what was the crime committed by J. Thompson?",404381,4381,Factual Question
Law,"12th, October, 2023.",[110],"['1. The judgment date was October 10, 2023.']","['This judgment, finalized on October 12, 2023, follows an exhaustive investigation led by the Quarryville, Yorktown, Procuratorate.']","According to the court judgment of Quarryville, Yorktown, Court, what was the judgment date?",404382,4382,Factual Question
Law,L. Thompson.,[116],['1. The chief judge was Y. Carter.'],"['The presiding officials included Chief Judge L. Thompson, alongside Judge K. Watson, and the court clerk, W. Hall.']","According to the court judgment of Cedarwood, Brighton, Court, who was the chief judge?",404436,4436,Factual Question
Law,Nelson & Partner Law Firm.,[116],['1. The defense lawyer K. Nelson belongs to Nelson & Associates Law Firm.'],"['Represented by defense lawyer K. Nelson from Nelson & Associates Law Firm, she faced serious allegations following a series of thefts.']","According to the court judgment of Cedarwood, Brighton, Court, which law firm did the defense lawyer K. Nelson belong to?",404437,4437,Factual Question
Law,Hispanic.,[116],['1. The ethnicity of the defendant I. Hill is Caucasian.'],"['Ms. Hill, born on June 28, 1969, was a hispanic female retail assistant residing at 5, Tiverton Street, Brighton.']","According to the court judgment of Cedarwood, Brighton, Court, what was the ethnicity of the defendant I. Hill?",404438,4438,Factual Question
Finance,10%.,[59],['1. Retail Emporium reduced its carbon emissions by 20% through energy-efficient practices.'],"['In January, Retail Emporium achieved remarkable milestones in sustainability, including a 10% reduction in carbon emissions through energy-efficient practices.']",By what percentage did Retail Emporium reduce its carbon emissions through energy-efficient practices?,402679,2679,Factual Question
Finance,Mr. John Doe.,[59],['1. Ms. Sarah Johnson was appointed as a new board member of Retail Emporium in July 2020.'],['The appointment of Mr. John Doe as a new board member in July brought extensive retail experience and strategic insights to the company.'],Who was appointed as a new board member of Retail Emporium in July 2020?,402682,2682,Factual Question
Finance,Risk management system.,[59],['1. Retail Emporium has an internal control system to assess the effectiveness of internal controls.'],['Retail Emporium plans to strengthen its risk management system by investing in advanced tools and conducting regular assessments.'],What system does Retail Emporium have in place to assess the effectiveness of internal controls?,402688,2688,Factual Question
Finance,November 2005.,[59],['1. Retail Emporium was established in December 2005.'],"['Retail Emporium, a well-established retail giant, has been making significant waves in the market since its inception in November 2005 in New York, USA.']",When was Retail Emporium established?,402696,2696,Factual Question
Finance,$4 million.,[59],['1. Retail Emporium distributed a dividend of $5 million in January 2020.'],"['Among these was the distribution of $4 million in dividends to its shareholders in January, a move aimed at enhancing shareholder returns.']",How much dividend did Retail Emporium distribute in January 2020?,402698,2698,Factual Question
Finance,Three.,[59],['1. Retail Emporium opened five new stores in March 2020.'],"['The year also saw the company opening three new stores in key locations nationwide, significantly boosting its retail presence and customer outreach.']",How many new stores did Retail Emporium open in March 2020?,402699,2699,Factual Question
Finance,$550 million.,[59],"[""1. Retail Emporium's operating income in 2020 was $500 million.""]","[""The company's financial indicators for 2020 were strong, with an operating income of $550 million and a net profit of $50 million.""]",What was Retail Emporium's operating income in 2020?,402700,2700,Factual Question
